FIPS,Tract,County,State,pop,n
17031020802,Census Tract 208.02,Cook County,Illinois,8715,5
17031030102,Census Tract 301.02,Cook County,Illinois,3052,12
17031030500,Census Tract 305,Cook County,Illinois,6344,7
17031030800,Census Tract 308,Cook County,Illinois,4236,3
17031031000,Census Tract 310,Cook County,Illinois,3652,12
17031040202,Census Tract 402.02,Cook County,Illinois,7965,12
17031062700,Census Tract 627,Cook County,Illinois,3046,5
17031071000,Census Tract 710,Cook County,Illinois,4525,8
17031071800,Census Tract 718,Cook County,Illinois,2726,18
17031081202,Census Tract 812.02,Cook County,Illinois,3437,10
17031081300,Census Tract 813,Cook County,Illinois,6014,5
17031130300,Census Tract 1303,Cook County,Illinois,5040,3
17031140500,Census Tract 1405,Cook County,Illinois,3171,21
17031160400,Census Tract 1604,Cook County,Illinois,5171,11
17031210502,Census Tract 2105.02,Cook County,Illinois,4412,3
17031210601,Census Tract 2106.01,Cook County,Illinois,2818,4
17031220300,Census Tract 2203,Cook County,Illinois,1998,2
17031230600,Census Tract 2306,Cook County,Illinois,8977,16
17031231100,Census Tract 2311,Cook County,Illinois,1362,2
17031241400,Census Tract 2414,Cook County,Illinois,5584,3
17031250500,Census Tract 2505,Cook County,Illinois,6903,7
17031252101,Census Tract 2521.01,Cook County,Illinois,1492,13
17031280100,Census Tract 2801,Cook County,Illinois,7730,8
17031301701,Census Tract 3017.01,Cook County,Illinois,4205,14
17031310700,Census Tract 3107,Cook County,Illinois,1354,4
17031340300,Census Tract 3403,Cook County,Illinois,1698,10
17031381700,Census Tract 3817,Cook County,Illinois,0,12
17031430600,Census Tract 4306,Cook County,Illinois,2218,14
17031480500,Census Tract 4805,Cook County,Illinois,2725,6
17031491400,Census Tract 4914,Cook County,Illinois,2541,12
17031600600,Census Tract 6006,Cook County,Illinois,2953,10
17031630600,Census Tract 6306,Cook County,Illinois,2746,8
17031650500,Census Tract 6505,Cook County,Illinois,4159,2
17031671100,Census Tract 6711,Cook County,Illinois,915,4
17031691500,Census Tract 6915,Cook County,Illinois,1895,2
17031710900,Census Tract 7109,Cook County,Illinois,2151,15
17031760803,Census Tract 7608.03,Cook County,Illinois,6862,20
17031802300,Census Tract 8023,Cook County,Illinois,5770,5
17031803013,Census Tract 8030.13,Cook County,Illinois,5724,6
17031804102,Census Tract 8041.02,Cook County,Illinois,6865,14
17031804315,Census Tract 8043.15,Cook County,Illinois,2547,9
17031804514,Census Tract 8045.14,Cook County,Illinois,5381,9
17031804610,Census Tract 8046.10,Cook County,Illinois,2684,15
17031804809,Census Tract 8048.09,Cook County,Illinois,4704,10
17031805402,Census Tract 8054.02,Cook County,Illinois,4907,10
17031805501,Census Tract 8055.01,Cook County,Illinois,3518,6
17031806600,Census Tract 8066,Cook County,Illinois,3486,19
17031809402,Census Tract 8094.02,Cook County,Illinois,2713,9
17031809500,Census Tract 8095,Cook County,Illinois,4183,13
17031812000,Census Tract 8120,Cook County,Illinois,5442,9
17031812302,Census Tract 8123.02,Cook County,Illinois,2818,12
17031812700,Census Tract 8127,Cook County,Illinois,2981,8
17031814600,Census Tract 8146,Cook County,Illinois,5956,12
17031816000,Census Tract 8160,Cook County,Illinois,3441,13
17031816800,Census Tract 8168,Cook County,Illinois,5536,7
17031816900,Census Tract 8169,Cook County,Illinois,5907,10
17031817900,Census Tract 8179,Cook County,Illinois,5875,1
17031818700,Census Tract 8187,Cook County,Illinois,3871,12
17031819900,Census Tract 8199,Cook County,Illinois,3257,16
17031822102,Census Tract 8221.02,Cook County,Illinois,4663,18
17031822302,Census Tract 8223.02,Cook County,Illinois,4485,6
17031831000,Census Tract 8310,Cook County,Illinois,2224,4
17031832900,Census Tract 8329,Cook County,Illinois,2092,3
17031835100,Census Tract 8351,Cook County,Illinois,4666,14
17031835500,Census Tract 8355,Cook County,Illinois,1393,9
17031838000,Census Tract 8380,Cook County,Illinois,2671,10
17031843400,Census Tract 8434,Cook County,Illinois,1209,20
17031844700,Census Tract 8447,Cook County,Illinois,1753,9
17043840703,Census Tract 8407.03,Dupage County,Illinois,4483,2
17043841323,Census Tract 8413.23,Dupage County,Illinois,2801,7
17043841326,Census Tract 8413.26,Dupage County,Illinois,3735,5
17043841327,Census Tract 8413.27,Dupage County,Illinois,4109,9
17043841707,Census Tract 8417.07,Dupage County,Illinois,4014,5
17043841801,Census Tract 8418.01,Dupage County,Illinois,5032,8
17043845200,Census Tract 8452,Dupage County,Illinois,4692,8
17043845808,Census Tract 8458.08,Dupage County,Illinois,3424,19
17043845902,Census Tract 8459.02,Dupage County,Illinois,3491,4
17043846004,Census Tract 8460.04,Dupage County,Illinois,3839,18
17043846412,Census Tract 8464.12,Dupage County,Illinois,5066,3
17043846515,Census Tract 8465.15,Dupage County,Illinois,5138,19
17043846517,Census Tract 8465.17,Dupage County,Illinois,5675,16
17089850202,Census Tract 8502.02,Kane County,Illinois,6476,21
17089852406,Census Tract 8524.06,Kane County,Illinois,2658,19
17091010602,Census Tract 106.02,Kankakee County,Illinois,5931,5
17093890502,Census Tract 8905.02,Kendall County,Illinois,4950,9
17097862501,Census Tract 8625.01,Lake County,Illinois,3803,11
17097862604,Census Tract 8626.04,Lake County,Illinois,4567,3
17097862800,Census Tract 8628,Lake County,Illinois,1899,5
17097862901,Census Tract 8629.01,Lake County,Illinois,3760,8
17097863300,Census Tract 8633,Lake County,Illinois,2327,6
17097864305,Census Tract 8643.05,Lake County,Illinois,3917,17
17097864515,Census Tract 8645.15,Lake County,Illinois,2960,2
17097864518,Census Tract 8645.18,Lake County,Illinois,5148,16
17097865300,Census Tract 8653,Lake County,Illinois,3477,16
17111870702,Census Tract 8707.02,McHenry County,Illinois,7751,10
17111870812,Census Tract 8708.12,McHenry County,Illinois,4316,19
17111871114,Census Tract 8711.14,McHenry County,Illinois,3644,7
17197880117,Census Tract 8801.17,Will County,Illinois,3499,14
17197880430,Census Tract 8804.30,Will County,Illinois,4205,20
17197880905,Census Tract 8809.05,Will County,Illinois,3257,5
17197881111,Census Tract 8811.11,Will County,Illinois,2626,12
17197881601,Census Tract 8816.01,Will County,Illinois,2250,17
17197883509,Census Tract 8835.09,Will County,Illinois,4806,14
17031020602,Census Tract 206.02,Cook County,Illinois,5343,19
17031030703,Census Tract 307.03,Cook County,Illinois,3093,14
17031050200,Census Tract 502,Cook County,Illinois,5546,12
17031081201,Census Tract 812.01,Cook County,Illinois,4428,18
17031120400,Census Tract 1204,Cook County,Illinois,3836,19
17031140601,Census Tract 1406.01,Cook County,Illinois,2762,5
17031210602,Census Tract 2106.02,Cook County,Illinois,4362,16
17031231500,Census Tract 2315,Cook County,Illinois,5809,12
17031260300,Census Tract 2603,Cook County,Illinois,1878,17
17031271400,Census Tract 2714,Cook County,Illinois,1359,17
17031280800,Census Tract 2808,Cook County,Illinois,852,10
17031283100,Census Tract 2831,Cook County,Illinois,2729,8
17031283800,Census Tract 2838,Cook County,Illinois,3504,7
17031301600,Census Tract 3016,Cook County,Illinois,3247,1
17031301802,Census Tract 3018.02,Cook County,Illinois,2623,13
17031330103,Census Tract 3301.03,Cook County,Illinois,8471,10
17031381400,Census Tract 3814,Cook County,Illinois,1615,15
17031460400,Census Tract 4604,Cook County,Illinois,3682,16
17031510100,Census Tract 5101,Cook County,Illinois,3639,7
17031550100,Census Tract 5501,Cook County,Illinois,6201,6
17031580400,Census Tract 5804,Cook County,Illinois,4672,14
17031612200,Census Tract 6122,Cook County,Illinois,3687,20
17031630900,Census Tract 6309,Cook County,Illinois,4856,8
17031640400,Census Tract 6404,Cook County,Illinois,3309,10
17031640600,Census Tract 6406,Cook County,Illinois,4427,15
17031700200,Census Tract 7002,Cook County,Illinois,6888,18
17031700401,Census Tract 7004.01,Cook County,Illinois,6218,18
17031710200,Census Tract 7102,Cook County,Illinois,4056,7
17031710600,Census Tract 7106,Cook County,Illinois,1720,10
17031711000,Census Tract 7110,Cook County,Illinois,3779,10
17031730100,Census Tract 7301,Cook County,Illinois,2669,21
17031740400,Census Tract 7404,Cook County,Illinois,4530,21
17031770601,Census Tract 7706.01,Cook County,Illinois,3694,16
17031800100,Census Tract 8001,Cook County,Illinois,2367,11
17031800700,Census Tract 8007,Cook County,Illinois,4850,19
17031800800,Census Tract 8008,Cook County,Illinois,2331,18
17031803007,Census Tract 8030.07,Cook County,Illinois,5201,20
17031803701,Census Tract 8037.01,Cook County,Illinois,2745,18
17031804316,Census Tract 8043.16,Cook County,Illinois,4514,19
17031804511,Census Tract 8045.11,Cook County,Illinois,2234,5
17031804609,Census Tract 8046.09,Cook County,Illinois,5993,20
17031804706,Census Tract 8047.06,Cook County,Illinois,2255,10
17031806006,Census Tract 8060.06,Cook County,Illinois,4417,2
17031806501,Census Tract 8065.01,Cook County,Illinois,2382,8
17031807900,Census Tract 8079,Cook County,Illinois,4345,13
17031809700,Census Tract 8097,Cook County,Illinois,3726,8
17031809900,Census Tract 8099,Cook County,Illinois,2760,8
17031810800,Census Tract 8108,Cook County,Illinois,5309,14
17031811302,Census Tract 8113.02,Cook County,Illinois,3988,10
17031812400,Census Tract 8124,Cook County,Illinois,3295,5
17031812500,Census Tract 8125,Cook County,Illinois,3427,11
17031812900,Census Tract 8129,Cook County,Illinois,4588,14
17031815000,Census Tract 8150,Cook County,Illinois,3839,10
17031815400,Census Tract 8154,Cook County,Illinois,5318,17
17031820000,Census Tract 8200,Cook County,Illinois,2161,2
17031821002,Census Tract 8210.02,Cook County,Illinois,5133,20
17031821102,Census Tract 8211.02,Cook County,Illinois,4589,19
17031823901,Census Tract 8239.01,Cook County,Illinois,4020,2
17031824107,Census Tract 8241.07,Cook County,Illinois,7430,4
17031824509,Census Tract 8245.09,Cook County,Illinois,5104,1
17031825200,Census Tract 8252,Cook County,Illinois,1921,10
17031826500,Census Tract 8265,Cook County,Illinois,5599,4
17031827000,Census Tract 8270,Cook County,Illinois,3399,2
17031827804,Census Tract 8278.04,Cook County,Illinois,3037,16
17031828504,Census Tract 8285.04,Cook County,Illinois,5413,20
17031828507,Census Tract 8285.07,Cook County,Illinois,4164,6
17031832600,Census Tract 8326,Cook County,Illinois,4348,20
17031833100,Census Tract 8331,Cook County,Illinois,8469,10
17031839000,Census Tract 8390,Cook County,Illinois,10190,21
17031839800,Census Tract 8398,Cook County,Illinois,2662,18
17031843700,Census Tract 8437,Cook County,Illinois,2453,14
17031980000,Census Tract 9800,Cook County,Illinois,0,4
17043841114,Census Tract 8411.14,Dupage County,Illinois,4375,14
17043841404,Census Tract 8414.04,Dupage County,Illinois,3458,7
17043841604,Census Tract 8416.04,Dupage County,Illinois,4519,5
17043842200,Census Tract 8422,Dupage County,Illinois,4694,14
17043844304,Census Tract 8443.04,Dupage County,Illinois,4217,12
17043844901,Census Tract 8449.01,Dupage County,Illinois,3472,2
17043845702,Census Tract 8457.02,Dupage County,Illinois,4669,13
17043846104,Census Tract 8461.04,Dupage County,Illinois,4132,8
17063000900,Census Tract 9,Grundy County,Illinois,3652,3
17089852500,Census Tract 8525,Kane County,Illinois,6265,5
17089852608,Census Tract 8526.08,Kane County,Illinois,4026,7
17089853004,Census Tract 8530.04,Kane County,Illinois,3398,3
17089853008,Census Tract 8530.08,Kane County,Illinois,4015,15
17089854401,Census Tract 8544.01,Kane County,Illinois,2080,3
17089854402,Census Tract 8544.02,Kane County,Illinois,2376,8
17091011200,Census Tract 112,Kankakee County,Illinois,1899,6
17091011900,Census Tract 119,Kankakee County,Illinois,1543,2
17091012600,Census Tract 126,Kankakee County,Illinois,4369,6
17093890107,Census Tract 8901.07,Kendall County,Illinois,4541,10
17093890401,Census Tract 8904.01,Kendall County,Illinois,8017,5
17093890602,Census Tract 8906.02,Kendall County,Illinois,6213,10
17097860806,Census Tract 8608.06,Lake County,Illinois,5130,15
17097860809,Census Tract 8608.09,Lake County,Illinois,3165,3
17097861202,Census Tract 8612.02,Lake County,Illinois,4305,2
17097862902,Census Tract 8629.02,Lake County,Illinois,2754,5
17097863604,Census Tract 8636.04,Lake County,Illinois,2897,14
17097864105,Census Tract 8641.05,Lake County,Illinois,6416,16
17097864204,Census Tract 8642.04,Lake County,Illinois,4732,20
17097865700,Census Tract 8657,Lake County,Illinois,6279,10
17097866000,Census Tract 8660,Lake County,Illinois,6807,9
17111870814,Census Tract 8708.14,McHenry County,Illinois,3671,13
17111870903,Census Tract 8709.03,McHenry County,Illinois,3333,9
17111870907,Census Tract 8709.07,McHenry County,Illinois,3155,8
17111871108,Census Tract 8711.08,McHenry County,Illinois,5148,3
17111871111,Census Tract 8711.11,McHenry County,Illinois,5052,2
17111871115,Census Tract 8711.15,McHenry County,Illinois,3711,18
17197880114,Census Tract 8801.14,Will County,Illinois,2766,7
17197880124,Census Tract 8801.24,Will County,Illinois,3424,13
17197880602,Census Tract 8806.02,Will County,Illinois,3498,17
17197883100,Census Tract 8831,Will County,Illinois,4243,12
17197883214,Census Tract 8832.14,Will County,Illinois,2575,21
17197884003,Census Tract 8840.03,Will County,Illinois,4094,9
17031010202,Census Tract 102.02,Cook County,Illinois,2865,6
17031020301,Census Tract 203.01,Cook County,Illinois,5432,4
17031030604,Census Tract 306.04,Cook County,Illinois,2921,4
17031040600,Census Tract 406,Cook County,Illinois,2785,7
17031060200,Census Tract 602,Cook County,Illinois,2147,3
17031080100,Census Tract 801,Cook County,Illinois,6607,20
17031081402,Census Tract 814.02,Cook County,Illinois,5942,10
17031081800,Census Tract 818,Cook County,Illinois,12213,12
17031120300,Census Tract 1203,Cook County,Illinois,7046,13
17031140800,Census Tract 1408,Cook County,Illinois,6212,19
17031160200,Census Tract 1602,Cook County,Illinois,3356,19
17031170100,Census Tract 1701,Cook County,Illinois,2030,1
17031200402,Census Tract 2004.02,Cook County,Illinois,5072,13
17031221400,Census Tract 2214,Cook County,Illinois,3083,20
17031241000,Census Tract 2410,Cook County,Illinois,1792,14
17031241600,Census Tract 2416,Cook County,Illinois,3397,16
17031242200,Census Tract 2422,Cook County,Illinois,4014,15
17031252202,Census Tract 2522.02,Cook County,Illinois,4945,11
17031260400,Census Tract 2604,Cook County,Illinois,939,17
17031260500,Census Tract 2605,Cook County,Illinois,1767,3
17031291600,Census Tract 2916,Cook County,Illinois,1429,6
17031300600,Census Tract 3006,Cook County,Illinois,2844,3
17031330200,Census Tract 3302,Cook County,Illinois,3969,5
17031420100,Census Tract 4201,Cook County,Illinois,1629,13
17031430400,Census Tract 4304,Cook County,Illinois,2999,19
17031440102,Census Tract 4401.02,Cook County,Illinois,3320,18
17031480300,Census Tract 4803,Cook County,Illinois,1131,10
17031480400,Census Tract 4804,Cook County,Illinois,5013,17
17031490600,Census Tract 4906,Cook County,Illinois,1446,8
17031520400,Census Tract 5204,Cook County,Illinois,4393,7
17031550200,Census Tract 5502,Cook County,Illinois,2824,15
17031590700,Census Tract 5907,Cook County,Illinois,2914,8
17031611400,Census Tract 6114,Cook County,Illinois,3587,21
17031612000,Census Tract 6120,Cook County,Illinois,1317,13
17031620400,Census Tract 6204,Cook County,Illinois,4540,7
17031650400,Census Tract 6504,Cook County,Illinois,6794,3
17031670100,Census Tract 6701,Cook County,Illinois,1472,14
17031670300,Census Tract 6703,Cook County,Illinois,1332,9
17031681200,Census Tract 6812,Cook County,Illinois,1883,20
17031690300,Census Tract 6903,Cook County,Illinois,2303,4
17031700501,Census Tract 7005.01,Cook County,Illinois,6565,14
17031711300,Census Tract 7113,Cook County,Illinois,1618,13
17031730201,Census Tract 7302.01,Cook County,Illinois,5671,9
17031740300,Census Tract 7403,Cook County,Illinois,5043,6
17031750400,Census Tract 7504,Cook County,Illinois,2790,11
17031770902,Census Tract 7709.02,Cook County,Illinois,3816,14
17031801606,Census Tract 8016.06,Cook County,Illinois,7456,5
17031802609,Census Tract 8026.09,Cook County,Illinois,6414,3
17031803008,Census Tract 8030.08,Cook County,Illinois,4807,18
17031803015,Census Tract 8030.15,Cook County,Illinois,4498,15
17031804714,Census Tract 8047.14,Cook County,Illinois,3269,6
17031804902,Census Tract 8049.02,Cook County,Illinois,6173,3
17031806103,Census Tract 8061.03,Cook County,Illinois,5296,19
17031806104,Census Tract 8061.04,Cook County,Illinois,4132,18
17031811600,Census Tract 8116,Cook County,Illinois,5827,9
17031814900,Census Tract 8149,Cook County,Illinois,6566,9
17031816700,Census Tract 8167,Cook County,Illinois,2810,8
17031818200,Census Tract 8182,Cook County,Illinois,4655,7
17031819700,Census Tract 8197,Cook County,Illinois,5743,1
17031820606,Census Tract 8206.06,Cook County,Illinois,3975,12
17031820902,Census Tract 8209.02,Cook County,Illinois,6142,17
17031821200,Census Tract 8212,Cook County,Illinois,5323,2
17031821900,Census Tract 8219,Cook County,Illinois,5426,9
17031822000,Census Tract 8220,Cook County,Illinois,4299,15
17031822701,Census Tract 8227.01,Cook County,Illinois,4905,18
17031823102,Census Tract 8231.02,Cook County,Illinois,3771,7
17031824004,Census Tract 8240.04,Cook County,Illinois,4771,2
17031824508,Census Tract 8245.08,Cook County,Illinois,3188,3
17031824701,Census Tract 8247.01,Cook County,Illinois,3532,19
17031826201,Census Tract 8262.01,Cook County,Illinois,3837,9
17031826301,Census Tract 8263.01,Cook County,Illinois,4365,21
17031827805,Census Tract 8278.05,Cook County,Illinois,2645,18
17031828402,Census Tract 8284.02,Cook County,Illinois,3517,4
17031829100,Census Tract 8291,Cook County,Illinois,3382,13
17031829402,Census Tract 8294.02,Cook County,Illinois,3089,9
17031829800,Census Tract 8298,Cook County,Illinois,6613,17
17031830006,Census Tract 8300.06,Cook County,Illinois,2644,8
17031833000,Census Tract 8330,Cook County,Illinois,4677,2
17031834200,Census Tract 8342,Cook County,Illinois,5689,15
17031836900,Census Tract 8369,Cook County,Illinois,1994,9
17031839700,Census Tract 8397,Cook County,Illinois,4753,15
17031841000,Census Tract 8410,Cook County,Illinois,1148,7
17031843100,Census Tract 8431,Cook County,Illinois,1564,6
17043840904,Census Tract 8409.04,Dupage County,Illinois,3559,13
17043841104,Census Tract 8411.04,Dupage County,Illinois,4038,14
17043841310,Census Tract 8413.10,Dupage County,Illinois,3548,8
17043841704,Census Tract 8417.04,Dupage County,Illinois,4703,8
17043842703,Census Tract 8427.03,Dupage County,Illinois,4091,21
17043846103,Census Tract 8461.03,Dupage County,Illinois,4932,20
17043846410,Census Tract 8464.10,Dupage County,Illinois,4961,12
17089851907,Census Tract 8519.07,Kane County,Illinois,9282,11
17091011100,Census Tract 111,Kankakee County,Illinois,2013,18
17091012500,Census Tract 125,Kankakee County,Illinois,2425,5
17097860807,Census Tract 8608.07,Lake County,Illinois,3404,2
17097860907,Census Tract 8609.07,Lake County,Illinois,3283,14
17097861604,Census Tract 8616.04,Lake County,Illinois,5540,14
17097863003,Census Tract 8630.03,Lake County,Illinois,8811,13
17097863702,Census Tract 8637.02,Lake County,Illinois,4003,6
17097864106,Census Tract 8641.06,Lake County,Illinois,3737,3
17097866200,Census Tract 8662,Lake County,Illinois,6256,9
17111870301,Census Tract 8703.01,McHenry County,Illinois,4812,20
17111870604,Census Tract 8706.04,McHenry County,Illinois,5311,18
17111870810,Census Tract 8708.10,McHenry County,Illinois,4107,20
17111871105,Census Tract 8711.05,McHenry County,Illinois,5505,1
17111871113,Census Tract 8711.13,McHenry County,Illinois,3761,15
17111871205,Census Tract 8712.05,McHenry County,Illinois,4413,20
17111871310,Census Tract 8713.10,McHenry County,Illinois,4513,16
17197880105,Census Tract 8801.05,Will County,Illinois,6286,8
17197880318,Census Tract 8803.18,Will County,Illinois,3315,21
17197880324,Census Tract 8803.24,Will County,Illinois,4954,4
17197882701,Census Tract 8827.01,Will County,Illinois,2841,11
17197883210,Census Tract 8832.10,Will County,Illinois,2552,15
17197883513,Census Tract 8835.13,Will County,Illinois,5743,8
17197883904,Census Tract 8839.04,Will County,Illinois,4383,14
17197884101,Census Tract 8841.01,Will County,Illinois,4196,3
17031030103,Census Tract 301.03,Cook County,Illinois,2297,20
17031030200,Census Tract 302,Cook County,Illinois,5554,14
17031030900,Census Tract 309,Cook County,Illinois,3076,6
17031061000,Census Tract 610,Cook County,Illinois,2324,7
17031062400,Census Tract 624,Cook County,Illinois,1799,6
17031071200,Census Tract 712,Cook County,Illinois,2386,8
17031100100,Census Tract 1001,Cook County,Illinois,5890,11
17031110300,Census Tract 1103,Cook County,Illinois,5304,16
17031140100,Census Tract 1401,Cook County,Illinois,3520,13
17031150501,Census Tract 1505.01,Cook County,Illinois,3854,10
17031190900,Census Tract 1909,Cook County,Illinois,1869,7
17031191200,Census Tract 1912,Cook County,Illinois,3775,15
17031191301,Census Tract 1913.01,Cook County,Illinois,5211,2
17031200200,Census Tract 2002,Cook County,Illinois,4435,3
17031221000,Census Tract 2210,Cook County,Illinois,2571,4
17031242600,Census Tract 2426,Cook County,Illinois,5512,12
17031242700,Census Tract 2427,Cook County,Illinois,1837,18
17031242900,Census Tract 2429,Cook County,Illinois,2032,16
17031243200,Census Tract 2432,Cook County,Illinois,2329,10
17031300800,Census Tract 3008,Cook County,Illinois,4192,11
17031301200,Census Tract 3012,Cook County,Illinois,5209,4
17031381200,Census Tract 3812,Cook County,Illinois,1906,4
17031390500,Census Tract 3905,Cook County,Illinois,1766,5
17031400300,Census Tract 4003,Cook County,Illinois,1361,15
17031400800,Census Tract 4008,Cook County,Illinois,2768,13
17031411200,Census Tract 4112,Cook County,Illinois,1643,10
17031431301,Census Tract 4313.01,Cook County,Illinois,3555,14
17031440700,Census Tract 4407,Cook County,Illinois,1453,16
17031440900,Census Tract 4409,Cook County,Illinois,2377,15
17031460200,Census Tract 4602,Cook County,Illinois,1880,20
17031490800,Census Tract 4908,Cook County,Illinois,3705,9
17031491200,Census Tract 4912,Cook County,Illinois,1932,20
17031530502,Census Tract 5305.02,Cook County,Illinois,1464,13
17031570300,Census Tract 5703,Cook County,Illinois,5951,13
17031570500,Census Tract 5705,Cook County,Illinois,2699,21
17031640100,Census Tract 6401,Cook County,Illinois,1348,4
17031650200,Census Tract 6502,Cook County,Illinois,7211,4
17031660400,Census Tract 6604,Cook County,Illinois,4719,11
17031670600,Census Tract 6706,Cook County,Illinois,1174,12
17031670800,Census Tract 6708,Cook County,Illinois,1022,3
17031671800,Census Tract 6718,Cook County,Illinois,1128,18
17031710500,Census Tract 7105,Cook County,Illinois,4087,7
17031720200,Census Tract 7202,Cook County,Illinois,4097,2
17031730400,Census Tract 7304,Cook County,Illinois,4070,15
17031760802,Census Tract 7608.02,Cook County,Illinois,2191,10
17031800200,Census Tract 8002,Cook County,Illinois,6420,15
17031801400,Census Tract 8014,Cook County,Illinois,3052,12
17031802503,Census Tract 8025.03,Cook County,Illinois,7571,17
17031803200,Census Tract 8032,Cook County,Illinois,5024,11
17031803615,Census Tract 8036.15,Cook County,Illinois,2357,17
17031805001,Census Tract 8050.01,Cook County,Illinois,4966,5
17031808002,Census Tract 8080.02,Cook County,Illinois,5339,13
17031808301,Census Tract 8083.01,Cook County,Illinois,6276,8
17031808600,Census Tract 8086,Cook County,Illinois,2288,9
17031810000,Census Tract 8100,Cook County,Illinois,5359,7
17031817600,Census Tract 8176,Cook County,Illinois,3460,18
17031820103,Census Tract 8201.03,Cook County,Illinois,4279,17
17031821600,Census Tract 8216,Cook County,Illinois,4269,4
17031823002,Census Tract 8230.02,Cook County,Illinois,5196,15
17031823303,Census Tract 8233.03,Cook County,Illinois,4255,5
17031823304,Census Tract 8233.04,Cook County,Illinois,6282,19
17031824115,Census Tract 8241.15,Cook County,Illinois,4064,13
17031824126,Census Tract 8241.26,Cook County,Illinois,5416,5
17031830900,Census Tract 8309,Cook County,Illinois,2957,3
17031837300,Census Tract 8373,Cook County,Illinois,2515,13
17031839100,Census Tract 8391,Cook County,Illinois,8227,19
17031840700,Census Tract 8407,Cook County,Illinois,3930,20
17031843600,Census Tract 8436,Cook County,Illinois,2966,18
17043840705,Census Tract 8407.05,Dupage County,Illinois,3854,8
17043841111,Census Tract 8411.11,Dupage County,Illinois,3442,20
17043841325,Census Tract 8413.25,Dupage County,Illinois,5317,5
17043841708,Census Tract 8417.08,Dupage County,Illinois,3783,16
17043843900,Census Tract 8439,Dupage County,Illinois,4158,2
17043844310,Census Tract 8443.10,Dupage County,Illinois,2347,19
17043844402,Census Tract 8444.02,Dupage County,Illinois,4355,11
17043844802,Census Tract 8448.02,Dupage County,Illinois,3460,4
17043845602,Census Tract 8456.02,Dupage County,Illinois,4747,20
17043846106,Census Tract 8461.06,Dupage County,Illinois,3956,9
17043846202,Census Tract 8462.02,Dupage County,Illinois,6265,7
17043846314,Census Tract 8463.14,Dupage County,Illinois,3829,3
17089850704,Census Tract 8507.04,Kane County,Illinois,4957,8
17089850706,Census Tract 8507.06,Kane County,Illinois,1654,10
17089850710,Census Tract 8507.10,Kane County,Illinois,7138,18
17089851101,Census Tract 8511.01,Kane County,Illinois,3588,5
17089852201,Census Tract 8522.01,Kane County,Illinois,4964,21
17089852403,Census Tract 8524.03,Kane County,Illinois,5051,3
17089854002,Census Tract 8540.02,Kane County,Illinois,5669,18
17089854506,Census Tract 8545.06,Kane County,Illinois,3128,8
17089854600,Census Tract 8546,Kane County,Illinois,4290,3
17091011000,Census Tract 110,Kankakee County,Illinois,1535,20
17091012100,Census Tract 121,Kankakee County,Illinois,3491,19
17093890601,Census Tract 8906.01,Kendall County,Illinois,4226,21
17097860500,Census Tract 8605,Lake County,Illinois,4195,21
17097860805,Census Tract 8608.05,Lake County,Illinois,2047,9
17097860903,Census Tract 8609.03,Lake County,Illinois,6295,15
17097861304,Census Tract 8613.04,Lake County,Illinois,3046,9
17097861603,Census Tract 8616.03,Lake County,Illinois,7399,19
17097861901,Census Tract 8619.01,Lake County,Illinois,2979,2
17097864002,Census Tract 8640.02,Lake County,Illinois,5264,4
17097864409,Census Tract 8644.09,Lake County,Illinois,4326,13
17097864520,Census Tract 8645.20,Lake County,Illinois,5054,11
17111870605,Census Tract 8706.05,McHenry County,Illinois,6809,10
17111871307,Census Tract 8713.07,McHenry County,Illinois,5204,16
17197880204,Census Tract 8802.04,Will County,Illinois,6038,14
17197880417,Census Tract 8804.17,Will County,Illinois,2334,5
17197880426,Census Tract 8804.26,Will County,Illinois,4423,8
17197880431,Census Tract 8804.31,Will County,Illinois,6460,20
17197882200,Census Tract 8822,Will County,Illinois,4365,14
17197883510,Census Tract 8835.10,Will County,Illinois,7035,17
17031010201,Census Tract 102.01,Cook County,Illinois,8210,10
17031010400,Census Tract 104,Cook County,Illinois,4473,6
17031010702,Census Tract 107.02,Cook County,Illinois,5148,15
17031040402,Census Tract 404.02,Cook County,Illinois,4581,17
17031050600,Census Tract 506,Cook County,Illinois,2232,19
17031061100,Census Tract 611,Cook County,Illinois,1436,3
17031070300,Census Tract 703,Cook County,Illinois,3818,17
17031071300,Census Tract 713,Cook County,Illinois,4129,13
17031080201,Census Tract 802.01,Cook County,Illinois,3236,3
17031110400,Census Tract 1104,Cook County,Illinois,4501,18
17031120100,Census Tract 1201,Cook County,Illinois,4400,7
17031140701,Census Tract 1407.01,Cook County,Illinois,2990,12
17031190200,Census Tract 1902,Cook County,Illinois,5858,14
17031210501,Census Tract 2105.01,Cook County,Illinois,2866,9
17031220602,Census Tract 2206.02,Cook County,Illinois,4316,14
17031230200,Census Tract 2302,Cook County,Illinois,1977,10
17031230800,Census Tract 2308,Cook County,Illinois,1029,8
17031242500,Census Tract 2425,Cook County,Illinois,3255,11
17031250200,Census Tract 2502,Cook County,Illinois,3051,8
17031260900,Census Tract 2609,Cook County,Illinois,1351,18
17031282700,Census Tract 2827,Cook County,Illinois,2243,2
17031292400,Census Tract 2924,Cook County,Illinois,1765,8
17031320101,Census Tract 3201.01,Cook County,Illinois,8705,15
17031351400,Census Tract 3514,Cook County,Illinois,1569,9
17031380600,Census Tract 3806,Cook County,Illinois,4025,4
